"n","tiempo (us)"
10,1425
11,1867
12,2411
13,3287
14,4084
15,4765
16,5654
17,6731
18,8324
19,9477
20,10715
21,12051
22,13501
23,16227
24,17904
25,19762
26,21650
27,23617
28,27764
29,29996
30,32425
31,34989
32,37545
33,43235
34,46225
35,49385
36,52622
37,56020
38,63874
39,67488
40,71508
41,75608
42,79752
43,89278
44,94049
45,99065
46,103993
47,108889
48,121081
49,126792
50,133356
51,138788
52,144863
53,159884
54,167077
55,173579
56,180558
57,187603
58,206550
59,214043
60,222175
