"n","tiempo (us)"
10,764
11,979
12,1775
13,2301
14,2767
15,3483
16,4088
17,5013
18,5908
19,7026
20,7861
21,9286
22,10415
23,12150
24,13462
25,15479
26,17027
27,19376
28,21179
29,23923
30,25978
31,29198
32,31604
33,35193
34,37839
35,41873
36,44884
37,49443
38,52745
39,57863
40,61596
41,67633
42,71321
43,77683
44,82042
45,88978
46,93941
47,101711
48,106663
49,116025
50,121028
51,130227
52,136500
53,146816
54,153304
55,164090
56,171540
57,183171
58,192245
59,203495
60,211629
