"k","tiempo (us)"
10,63
11,62
12,63
13,63
14,64
15,64
16,65
17,66
18,66
19,67
20,67
21,68
22,68
23,69
24,70
25,71
26,74
27,71
28,71
29,72
30,73
31,74
32,74
33,75
34,76
35,76
36,76
37,77
38,78
39,78
40,78
41,79
42,79
43,80
44,81
45,81
46,81
47,83
48,85
49,84
50,84
51,84
52,85
53,86
54,86
55,87
56,90
57,88
58,89
59,89
60,90
61,91
62,91
63,91
64,92
65,93
66,93
67,94
68,94
69,94
70,96
71,96
72,97
73,97
74,97
75,98
76,99
77,99
78,100
79,100
80,101
81,101
82,102
83,103
84,103
85,104
86,105
87,105
88,106
89,106
90,107
91,107
92,108
93,108
94,109
95,110
96,110
97,110
98,111
99,112
100,112
101,113
102,113
103,114
104,114
105,115
106,115
107,116
108,117
109,117
110,118
111,118
112,119
113,119
114,120
115,121
116,121
117,122
118,122
119,122
120,123
121,124
122,124
123,125
124,126
125,127
126,127
127,128
128,129
129,128
130,129
131,129
132,131
133,131
134,132
135,133
136,132
137,133
138,134
139,134
140,135
141,136
142,137
143,136
144,138
145,137
146,138
147,144
148,140
149,140
150,141
151,144
152,143
153,143
154,142
155,145
156,147
157,145
158,145
159,147
160,148
161,147
162,147
163,148
164,149
165,149
166,150
167,150
168,151
169,152
170,152
171,152
172,153
173,154
174,155
175,155
176,155
177,156
178,157
179,157
180,157
181,158
182,159
183,159
184,160
185,160
186,162
187,161
188,162
189,163
190,163
191,164
192,164
193,165
194,165
195,166
196,166
197,167
198,168
199,169
200,169
201,169
202,171
203,171
204,171
205,172
206,172
207,173
208,174
209,174
210,174
211,175
212,175
213,176
214,177
215,178
216,178
217,178
218,179
219,180
220,195
221,182
222,181
223,183
224,188
225,184
226,183
227,185
228,186
229,186
230,187
231,189
232,188
233,188
234,188
235,189
236,190
237,190
238,191
239,191
240,192
241,192
242,193
243,193
244,194
245,194
246,195
247,196
248,196
249,197
250,197
251,198
252,198
253,198
254,199
255,200
256,210
257,206
258,207
259,206
260,206
261,208
262,208
263,209
264,210
265,210
266,211
267,211
268,212
269,213
270,213
271,215
272,216
273,217
274,216
275,217
276,217
277,218
278,219
279,220
280,221
281,221
282,222
283,222
284,223
285,224
286,224
287,225
288,226
289,227
290,228
291,227
292,229
293,229
294,230
295,231
296,231
297,231
298,232
299,235
300,234
